ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,Year,Latitude,Longitude,Location
13396292,JH185353,2024-03-12 10:00:00,0000X S WACKER DR,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,0,0,122,1,42.0,32.0,06,2024,41.881592273,-87.636758638,"(41.881592273, -87.636758638)"
11985593,JD157193,2019-07-08 00:00:00,028XX S KILDARE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,0,0,1031,10,22.0,30.0,06,2019,41.839801593,-87.731723744,"(41.839801593, -87.731723744)"
13691618,JH542052,2024-12-14 01:10:00,032XX S HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,1031,10,22.0,30.0,08B,2024,41.83453361,-87.723072721,"(41.83453361, -87.723072721)"
11878202,JC493146,2019-10-31 11:10:00,004XX W OAKDALE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,0,0,1934,19,44.0,6.0,06,2019,41.935587232,-87.640302384,"(41.935587232, -87.640302384)"
11924315,JC550105,2019-12-17 11:47:00,010XX W NORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,0,1811,18,2.0,7.0,06,2019,41.910835515,-87.653351515,"(41.910835515, -87.653351515)"
12012492,JD188987,2020-03-17 19:15:00,004XX N CITY FRONT PLAZA DR,1330,CRIMINAL TRESPASS,TO LAND,OTHER (SPECIFY),0,0,1834,18,42.0,8.0,26,2020,41.890132638,-87.621589582,"(41.890132638, -87.621589582)"
12617660,JF143976,2022-02-13 14:00:00,073XX S STATE ST,0810,THEFT,OVER $500,STREET,0,0,323,3,6.0,69.0,06,2022,41.761010056,-87.624814287,"(41.761010056, -87.624814287)"
11822394,JC426150,2019-09-09 13:50:00,075XX S HARVARD AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,"SCHOOL, PRIVATE, BUILDING",1,0,623,6,6.0,69.0,18,2019,41.757423116,-87.632847291,"(41.757423116, -87.632847291)"
12920128,JF507214,2022-12-12 05:23:00,020XX W 75TH PL,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,0,0,611,6,18.0,71.0,15,2022,41.756856379,-87.674356532,"(41.756856379, -87.674356532)"
12378562,JE246277,2021-05-28 20:31:00,007XX S CLARK ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,1,0,123,1,4.0,32.0,26,2021,41.872910562,-87.63062942,"(41.872910562, -87.63062942)"
13697330,JH548780,2024-12-17 14:53:00,015XX E 73RD PL,0820,THEFT,$500 AND UNDER,APARTMENT,0,0,324,3,7.0,43.0,06,2024,41.761489881,-87.587459459,"(41.761489881, -87.587459459)"
11849628,JC459095,2019-10-03 18:30:00,029XX N SHEFFIELD AVE,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,RESTAURANT,1,0,1933,19,44.0,6.0,22,2019,41.934809746,-87.653931188,"(41.934809746, -87.653931188)"
11799247,JC398487,2019-08-19 10:10:00,001XX E 70TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,1,322,3,6.0,69.0,08B,2019,41.767406843,-87.621235877,"(41.767406843, -87.621235877)"
13267128,JG492400,2023-11-05 11:15:00,076XX S CICERO AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,0,833,8,18.0,65.0,07,2023,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
12395552,JE267218,2021-06-15 17:00:00,045XX N KOSTNER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,1722,17,39.0,16.0,08B,2021,41.963517097,-87.738518074,"(41.963517097, -87.738518074)"
13247902,JG468997,2023-10-04 00:00:00,007XX W DIVERSEY PKWY,0820,THEFT,$500 AND UNDER,APARTMENT,0,0,1934,19,44.0,6.0,06,2023,41.932755165,-87.647150367,"(41.932755165, -87.647150367)"
12317235,JE171338,2021-03-16 15:00:00,002XX W 103RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,0,0,511,5,9.0,49.0,07,2021,41.707099379,-87.628599988,"(41.707099379, -87.628599988)"
13177599,JG384302,2023-07-05 20:00:00,003XX E 89TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,0,1,633,6,6.0,44.0,26,2023,41.732810166,-87.616943275,"(41.732810166, -87.616943275)"
12998170,JG171083,2023-02-26 15:40:00,068XX S NORMAL BLVD,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,0,0,722,7,6.0,68.0,04A,2023,41.769925563,-87.637267875,"(41.769925563, -87.637267875)"
13444620,JH243844,2024-04-29 08:40:00,016XX N HALSTED ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,0,0,1813,18,2.0,7.0,05,2024,41.911815348,-87.648296842,"(41.911815348, -87.648296842)"
13349135,JH129280,2024-01-26 14:55:00,075XX S STONY ISLAND AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOSPITAL BUILDING / GROUNDS,1,0,411,4,8.0,43.0,18,2024,41.757630995,-87.585708249,"(41.757630995, -87.585708249)"
11980081,JD150259,2020-02-12 13:44:00,108XX S UNION AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",0,0,2233,22,34.0,49.0,08B,2020,41.696982374,-87.640098183,"(41.696982374, -87.640098183)"
12281347,JE126549,2021-01-29 12:36:00,029XX E 83RD ST,041A,BATTERY,AGGRAVATED - HANDGUN,GAS STATION,0,0,424,4,7.0,46.0,04B,2021,41.744647338,-87.552238463,"(41.744647338, -87.552238463)"
12714268,JF260734,2022-05-30 04:35:00,079XX S STEWART AVE,0810,THEFT,OVER $500,RESIDENCE,0,0,623,6,17.0,44.0,06,2022,41.749368989,-87.634265118,"(41.749368989, -87.634265118)"
12034333,JD213761,2020-04-21 11:36:00,008XX W 86TH ST,0820,THEFT,$500 AND UNDER,STREET,0,0,613,6,21.0,71.0,06,2020,41.737861254,-87.645491772,"(41.737861254, -87.645491772)"
13059192,JG243721,2023-05-01 08:59:00,059XX S CALIFORNIA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,1,0,824,8,15.0,66.0,15,2023,41.786293407,-87.693591525,"(41.786293407, -87.693591525)"
13156906,JG360474,2023-07-29 07:55:00,073XX S MORGAN ST,2860,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,APARTMENT,0,0,733,7,17.0,68.0,24,2023,41.760570246,-87.649145485,"(41.760570246, -87.649145485)"
12959403,JG124383,2023-01-21 14:04:00,032XX W 111TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,1,0,2211,22,19.0,74.0,06,2023,41.691557251,-87.701582846,"(41.691557251, -87.701582846)"
12819050,JF385169,2022-09-05 18:45:00,040XX S STATE ST,0820,THEFT,$500 AND UNDER,STREET,0,0,213,2,3.0,38.0,06,2022,41.821229339,-87.626385072,"(41.821229339, -87.626385072)"
11970600,JD138661,2020-02-03 14:00:00,0000X E 115TH ST,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,"SCHOOL, PUBLIC, BUILDING",0,0,531,5,9.0,49.0,17,2020,41.685332125,-87.622042783,"(41.685332125, -87.622042783)"
11917215,JC541391,2019-12-10 06:50:00,014XX W CARMEN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,0,0,2033,20,47.0,3.0,26,2019,41.974398022,-87.666150177,"(41.974398022, -87.666150177)"
11839677,JC446954,2019-09-24 17:50:00,011XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,0,1232,12,25.0,28.0,06,2019,41.877822179,-87.655181405,"(41.877822179, -87.655181405)"
11839980,JC447310,2019-09-24 23:30:00,049XX S VINCENNES AVE,0650,BURGLARY,HOME INVASION,APARTMENT,0,1,223,2,4.0,38.0,05,2019,41.805289729,-87.613869705,"(41.805289729, -87.613869705)"
12097557,JD287346,2020-07-05 20:46:00,005XX W 59TH ST,2027,NARCOTICS,POSSESS - CRACK,STREET,1,0,711,7,20.0,68.0,18,2020,41.787141102,-87.638273385,"(41.787141102, -87.638273385)"
12341590,JE201029,2021-04-16 11:58:00,032XX W CHICAGO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,1,0,1121,11,27.0,23.0,18,2021,41.89554672,-87.70728242,"(41.89554672, -87.70728242)"
12957513,JG122117,2023-01-19 15:36:00,0000X N LOREL AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,1,1,1522,15,28.0,25.0,26,2023,41.881172542,-87.758763179,"(41.881172542, -87.758763179)"
12884074,JF464253,2022-11-06 02:50:00,076XX S DREXEL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1,0,624,6,8.0,69.0,07,2022,41.756015236,-87.602871877,"(41.756015236, -87.602871877)"
13303664,JG536110,2023-12-10 16:36:00,062XX N CALIFORNIA AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,RESTAURANT,0,0,2413,24,50.0,2.0,10,2023,41.994792775,-87.69954561,"(41.994792775, -87.69954561)"
13367760,JH150984,2024-02-13 14:32:00,075XX N PAULINA ST,0320,ROBBERY,STRONG ARM - NO WEAPON,RESTAURANT,0,0,2422,24,49.0,1.0,03,2024,42.018748975,-87.673157281,"(42.018748975, -87.673157281)"
12441778,JE324092,2021-08-03 02:56:00,080XX S VERNON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,631,6,6.0,44.0,08B,2021,41.748799881,-87.613650624,"(41.748799881, -87.613650624)"
13513923,JH328576,2024-07-01 01:30:00,050XX W PARKER AVE,0810,THEFT,OVER $500,STREET,0,0,2521,25,31.0,19.0,06,2024,41.930548347,-87.752510126,"(41.930548347, -87.752510126)"
13473485,JH279620,2024-05-26 12:22:00,014XX E HYDE PARK BLVD,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),0,0,234,2,4.0,41.0,26,2024,41.802441094,-87.590149892,"(41.802441094, -87.590149892)"
12665905,JF202073,2022-04-08 23:08:00,009XX W 115TH ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,RESIDENCE,0,1,2234,22,34.0,75.0,20,2022,41.685032816,-87.645915625,"(41.685032816, -87.645915625)"
12535545,JE433302,2021-11-04 03:00:00,056XX N SHERIDAN RD,0460,BATTERY,SIMPLE,RESIDENCE,0,0,2022,20,48.0,77.0,08B,2021,41.984506698,-87.655216366,"(41.984506698, -87.655216366)"
11644170,JC210449,2019-04-02 12:00:00,106XX S PERRY AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,0,0,512,5,34.0,49.0,05,2019,41.701362632,-87.625740435,"(41.701362632, -87.625740435)"
11725536,JC309881,2019-06-17 00:00:00,0000X E GARFIELD BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,225,2,20.0,40.0,08B,2019,41.794327225,-87.624608822,"(41.794327225, -87.624608822)"
13458103,JH260206,2024-04-30 19:45:00,048XX N KEDZIE AVE,0890,THEFT,FROM BUILDING,APARTMENT,0,0,1713,17,33.0,14.0,06,2024,41.968944805,-87.708491101,"(41.968944805, -87.708491101)"
12794382,JF357102,2022-08-15 05:03:00,012XX N DEARBORN ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,0,1824,18,2.0,8.0,06,2022,41.904394115,-87.630001432,"(41.904394115, -87.630001432)"
13245091,JG465698,2023-10-16 10:16:00,034XX W SCHOOL ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,0,0,1732,17,35.0,21.0,26,2023,41.941087933,-87.713993511,"(41.941087933, -87.713993511)"
11967719,JD135099,2020-01-31 13:20:00,004XX W 117TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,0,1,522,5,34.0,53.0,08B,2020,41.681549143,-87.633004538,"(41.681549143, -87.633004538)"
12292277,JE140709,2021-02-13 13:07:00,012XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,DRUG STORE,0,0,1233,12,25.0,28.0,06,2021,41.866988841,-87.657205006,"(41.866988841, -87.657205006)"
12124629,JD319378,2020-08-03 11:45:00,017XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,0,1931,19,32.0,7.0,06,2020,41.92510186,-87.671992307,"(41.92510186, -87.671992307)"
12480430,JE370830,2021-09-09 20:38:00,050XX N Lincoln Ave,0890,THEFT,FROM BUILDING,APARTMENT,0,0,2031,20,40.0,4.0,06,2021,41.973484422,-87.691703288,"(41.973484422, -87.691703288)"
12615638,JF141614,2022-02-11 19:00:00,055XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,1522,15,29.0,25.0,14,2022,41.882259032,-87.763674222,"(41.882259032, -87.763674222)"
11792070,JC389928,2019-08-12 19:02:00,008XX S KILBOURN AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,1,0,1131,11,24.0,26.0,16,2019,41.870203873,-87.737775817,"(41.870203873, -87.737775817)"
13161256,JG365560,2023-08-01 23:18:00,0000X W VAN BUREN ST,0453,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,SIDEWALK,1,0,113,1,4.0,32.0,04B,2023,41.87690443,-87.628999406,"(41.87690443, -87.628999406)"
11884350,JC501347,2019-11-04 07:00:00,047XX N KEYSTONE AVE,0810,THEFT,OVER $500,RESIDENCE,0,0,1722,17,39.0,14.0,06,2019,41.966843851,-87.729206195,"(41.966843851, -87.729206195)"
12494717,JE388577,2021-09-27 00:00:00,024XX S ASHLAND AVE,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,PARKING LOT / GARAGE (NON RESIDENTIAL),1,0,1235,12,25.0,31.0,22,2021,41.847528336,-87.665950577,"(41.847528336, -87.665950577)"
13272285,JG498331,2023-11-09 17:00:00,064XX S CLAREMONT AVE,0560,ASSAULT,SIMPLE,SIDEWALK,0,0,825,8,16.0,66.0,08A,2023,41.776698585,-87.682219056,"(41.776698585, -87.682219056)"
12355771,JE215820,2021-05-01 10:32:00,048XX W IRVING PARK RD,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,0,0,1624,16,45.0,15.0,26,2021,41.953403504,-87.748438872,"(41.953403504, -87.748438872)"
13432150,JH228039,2024-04-16 19:33:00,005XX W HARRISON ST,0560,ASSAULT,SIMPLE,HOTEL / MOTEL,0,0,124,1,28.0,28.0,08A,2024,41.874400423,-87.640067886,"(41.874400423, -87.640067886)"
12111514,JD304097,2020-07-20 00:30:00,010XX N LAWNDALE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,0,0,1112,11,27.0,23.0,05,2020,41.899651681,-87.718890087,"(41.899651681, -87.718890087)"
12528868,JE430619,2021-11-01 13:00:00,075XX S STONY ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,0,411,4,8.0,43.0,14,2021,41.757630995,-87.585708249,"(41.757630995, -87.585708249)"
11976167,JD145416,2020-02-08 16:30:00,005XX W BRIAR PL,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),0,0,1934,19,44.0,6.0,06,2020,41.938715225,-87.64251054,"(41.938715225, -87.64251054)"
11611148,JC171027,2019-03-02 10:04:00,078XX S SANGAMON ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,1,0,621,6,17.0,71.0,26,2019,41.751524676,-87.64770602,"(41.751524676, -87.64770602)"
13495350,JH306120,2024-06-14 17:58:00,005XX N RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),0,1,1122,11,27.0,23.0,08B,2024,41.890556838,-87.719836666,"(41.890556838, -87.719836666)"
12957536,JG122197,2023-01-19 16:00:00,047XX S STATE ST,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,0,0,224,2,3.0,38.0,08A,2023,41.80822496,-87.626058567,"(41.80822496, -87.626058567)"
12380320,JE248352,2021-05-30 00:00:00,062XX S RHODES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,313,3,20.0,42.0,08B,2021,41.781669308,-87.612058594,"(41.781669308, -87.612058594)"
12205217,JD413089,2020-10-27 04:30:00,058XX W FULTON ST,1570,SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK,0,0,1512,15,29.0,25.0,17,2020,41.885635763,-87.770618142,"(41.885635763, -87.770618142)"
13631607,JH469435,2024-10-15 15:50:00,045XX S ST LOUIS AVE,0560,ASSAULT,SIMPLE,STREET,0,0,821,8,12.0,58.0,08A,2024,41.811234477,-87.711262362,"(41.811234477, -87.711262362)"
13117280,JG313310,2023-06-23 11:00:00,061XX S EBERHART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,313,3,20.0,42.0,08B,2023,41.783419559,-87.61327461,"(41.783419559, -87.61327461)"
11716417,JC298704,2019-06-09 10:34:00,012XX W 56TH ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,0,0,713,7,16.0,67.0,26,2019,41.792336635,-87.655364499,"(41.792336635, -87.655364499)"
13341248,JH119291,2024-01-18 09:35:00,075XX S COLFAX AVE,0810,THEFT,OVER $500,SIDEWALK,0,0,421,4,7.0,43.0,06,2024,41.758382087,-87.561509647,"(41.758382087, -87.561509647)"
11660025,JC230193,2019-04-19 11:24:00,103XX S MORGAN ST,051A,ASSAULT,AGGRAVATED: HANDGUN,"SCHOOL, PUBLIC, GROUNDS",1,0,2232,22,34.0,73.0,04A,2019,41.706515041,-87.647686391,"(41.706515041, -87.647686391)"
12290741,JE138659,2021-01-13 12:00:00,088XX S STATE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,0,0,632,6,9.0,44.0,11,2021,41.733864367,-87.624083189,"(41.733864367, -87.624083189)"
13128718,JG327026,2023-07-04 07:00:00,009XX W ARGYLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,0,0,2024,20,48.0,3.0,14,2023,41.973330971,-87.653595498,"(41.973330971, -87.653595498)"
11696394,JC274313,2019-05-22 19:19:00,029XX W DIVISION ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,1,0,1211,12,26.0,24.0,24,2019,41.902886566,-87.70109084,"(41.902886566, -87.70109084)"
12464781,JE351908,2021-08-27 14:10:00,040XX W CHICAGO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,1,0,1111,11,37.0,23.0,18,2021,41.895335619,-87.727790657,"(41.895335619, -87.727790657)"
12764866,JF322419,2022-07-16 15:46:00,049XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0,0,821,8,14.0,63.0,06,2022,41.803671998,-87.703846021,"(41.803671998, -87.703846021)"
11622541,JC184990,2019-03-14 08:15:00,015XX W CHICAGO AVE,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,0,0,1215,12,1.0,24.0,06,2019,41.896089327,-87.666209218,"(41.896089327, -87.666209218)"
11671538,JC243678,2019-04-30 06:50:00,046XX N WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,0,0,1911,19,47.0,4.0,14,2019,41.966108362,-87.688828331,"(41.966108362, -87.688828331)"
13497452,JH308612,2024-06-16 15:05:00,0000X E RANDOLPH ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),0,0,111,1,42.0,32.0,06,2024,41.884494554,-87.627138636,"(41.884494554, -87.627138636)"
12088578,JD276543,2020-06-26 03:34:00,010XX W MAXWELL ST,041A,BATTERY,AGGRAVATED - HANDGUN,CHA PARKING LOT / GROUNDS,0,0,1232,12,25.0,28.0,04B,2020,41.864688766,-87.652493383,"(41.864688766, -87.652493383)"
13362452,JH145026,2024-02-08 14:30:00,011XX S STATE ST,5111,OTHER OFFENSE,GUN OFFENDER - ANNUAL REGISTRATION,VEHICLE NON-COMMERCIAL,1,0,123,1,4.0,32.0,26,2024,41.868500271,-87.627450542,"(41.868500271, -87.627450542)"
13599880,JH405696,2024-08-27 11:30:00,115XX S LAFAYETTE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - YARD (FRONT / BACK),0,0,522,5,9.0,53.0,07,2024,41.683354993,-87.624067058,"(41.683354993, -87.624067058)"
13585396,JH413829,2024-08-30 14:15:00,059XX N WINTHROP AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,0,0,2022,20,48.0,77.0,08B,2024,41.989348532,-87.658192271,"(41.989348532, -87.658192271)"
11987161,JD158562,2020-02-12 12:00:00,031XX S WALLACE ST,0820,THEFT,$500 AND UNDER,OTHER,0,0,915,9,11.0,60.0,06,2020,41.837651929,-87.641404086,"(41.837651929, -87.641404086)"
12487868,JE380281,2021-09-20 02:40:00,010XX W ROSEMONT AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,0,0,2433,24,48.0,77.0,03,2021,41.996411252,-87.656653476,"(41.996411252, -87.656653476)"
12256011,JD472095,2020-12-28 20:44:00,0000X W 101ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,1,0,511,5,9.0,49.0,15,2020,41.710788337,-87.625124334,"(41.710788337, -87.625124334)"
11923430,JC548859,2019-12-16 11:41:00,089XX S CARPENTER ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,RESIDENTIAL YARD (FRONT/BACK),1,0,2222,22,21.0,73.0,15,2019,41.731370612,-87.649572669,"(41.731370612, -87.649572669)"
12041601,JD221864,2020-05-01 21:32:00,122XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,1,524,5,34.0,53.0,08B,2020,41.671772549,-87.64414609,"(41.671772549, -87.64414609)"
13549642,JH371070,2024-08-01 17:26:00,014XX N MILWAUKEE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,0,0,1424,14,1.0,24.0,26,2024,41.907644482,-87.673190127,"(41.907644482, -87.673190127)"
11711093,JC292113,2019-06-04 06:00:00,077XX S STEWART AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,0,0,623,6,17.0,69.0,05,2019,41.754331455,-87.634390852,"(41.754331455, -87.634390852)"
12046743,JD227754,2020-05-08 23:15:00,0000X W SUPERIOR ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,0,0,1832,18,2.0,8.0,26,2020,41.895675136,-87.628569146,"(41.895675136, -87.628569146)"
12904935,JF489358,2022-11-26 15:00:00,073XX S UNION AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,0,0,732,7,6.0,68.0,07,2022,41.76070225,-87.64185752,"(41.76070225, -87.64185752)"
12472529,JE361548,2021-09-04 16:15:00,034XX W NORTH AVE,0460,BATTERY,SIMPLE,SIDEWALK,0,0,1422,14,26.0,23.0,08B,2021,41.910043882,-87.712724975,"(41.910043882, -87.712724975)"
13689460,JH539080,2024-12-11 13:30:00,025XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,1,0,1935,19,43.0,7.0,06,2024,41.927992712,-87.641913321,"(41.927992712, -87.641913321)"
12177519,JD380989,2020-09-26 13:00:00,025XX N SPRINGFIELD AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,0,0,2524,25,31.0,22.0,26,2020,41.927052012,-87.724400318,"(41.927052012, -87.724400318)"
12375903,JE242729,2021-05-25 16:24:00,006XX N CENTRAL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,0,1,1524,15,37.0,25.0,26,2021,41.892000855,-87.765284494,"(41.892000855, -87.765284494)"
12624382,JF152311,2022-02-22 10:54:00,080XX S LAFLIN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,0,0,612,6,21.0,71.0,14,2022,41.747686777,-87.660942841,"(41.747686777, -87.660942841)"
13410843,JH202920,2024-03-27 08:45:00,049XX W NORTH AVE,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,0,0,2533,25,37.0,25.0,08B,2024,41.909577258,-87.749867783,"(41.909577258, -87.749867783)"
13255399,JG477956,2023-10-25 10:50:00,063XX S EBERHART AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - GARAGE,1,0,312,3,20.0,42.0,26,2023,41.779420584,-87.613187361,"(41.779420584, -87.613187361)"
13289801,JG519036,2023-11-27 09:38:00,012XX S ALBANY AVE,041A,BATTERY,AGGRAVATED - HANDGUN,PARK PROPERTY,0,1,1022,10,24.0,29.0,04B,2023,41.865974048,-87.70314712,"(41.865974048, -87.70314712)"
12032775,JD212062,2020-04-18 20:00:00,045XX S LAKE PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,0,1,222,2,4.0,39.0,14,2020,41.812583891,-87.595678052,"(41.812583891, -87.595678052)"
11875868,JC490594,2019-10-29 10:10:00,030XX E 93RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,0,1,424,4,10.0,46.0,08B,2019,41.726440995,-87.549326899,"(41.726440995, -87.549326899)"
13372194,JH155619,2024-02-17 07:26:00,038XX W 79TH ST,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,0,0,833,8,18.0,70.0,05,2024,41.749614463,-87.71898537,"(41.749614463, -87.71898537)"
12695609,JF238154,2022-05-11 11:25:00,054XX W WASHINGTON BLVD,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,0,0,1523,15,28.0,25.0,08A,2022,41.882295519,-87.761077636,"(41.882295519, -87.761077636)"
12414628,JE284686,2021-06-30 10:30:00,009XX S ABERDEEN ST,0560,ASSAULT,SIMPLE,PARK PROPERTY,0,0,1232,12,25.0,28.0,08A,2021,41.870311144,-87.654247459,"(41.870311144, -87.654247459)"
12942154,JG104360,2023-01-04 14:30:00,078XX S CRANDON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,0,0,414,4,7.0,43.0,07,2023,41.752450229,-87.568683089,"(41.752450229, -87.568683089)"
13374322,JH158970,2024-02-18 04:00:00,001XX W HUBBARD ST,0810,THEFT,OVER $500,BAR OR TAVERN,0,0,1831,18,42.0,8.0,06,2024,41.890013524,-87.631664996,"(41.890013524, -87.631664996)"
11783500,JC379372,2019-08-05 09:45:00,026XX N HARLEM AVE,1330,CRIMINAL TRESPASS,TO LAND,DAY CARE CENTER,1,0,2512,25,29.0,18.0,26,2019,41.928184827,-87.806401273,"(41.928184827, -87.806401273)"
12045078,JD225202,2020-05-05 15:30:00,015XX W 51ST ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,0,0,933,9,20.0,61.0,05,2020,41.801345248,-87.662696413,"(41.801345248, -87.662696413)"
12009834,JD186530,2020-03-15 10:45:00,064XX S LOWE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,0,0,723,7,20.0,68.0,26,2020,41.777197336,-87.640800466,"(41.777197336, -87.640800466)"
